read_id	sequence_length_template
87a672a7-ae73-47e7-b199-a4b366fb5d18	269
dda608b7-f5ea-4ce7-9269-de68662d18e3	320
972f87b1-2ee1-4763-a656-62e76999a566	150
69bf4574-d388-47eb-950c-e0bf28aaaac5	130
df325ca7-b022-448b-9b34-f4c2e0ccc868	213
33acc2d3-1420-405f-9e49-07ea87505caf	222
fe37b9f5-8430-4b4a-b176-37741bc4c15d	317
7c0b98e8-6d0a-410e-bd17-3e898c98eed0	125
48012f64-5ba4-40ac-b336-be99e92041b5	124
73d1ca0e-d1ce-42bf-b2fe-df70e9993167	235
63929aee-76f9-41be-9a7d-aa4753236d27	339
f8671078-4d23-4b94-b6b5-b4e34345dc2c	185
78fef01d-456c-43e3-b959-03be4fb9569a	182
6186981b-3a15-496c-b580-2f053ce30183	147
527cb328-1753-499d-a278-1c6b9b2d5d81	277
a8e565e8-79c8-4807-9640-6328cab5e43f	167
197deabe-095e-4e5b-ae33-863d6cd7c31c	169
0aece18b-074c-4644-b553-a8cb62342a90	299
09fd1943-6aef-4675-b2de-1d64f09be666	179
89c7a43b-e15a-4992-a957-a78b2e917632	330
c7c87878-f9c1-4dfe-9279-1f34289d05bb	146
de17ce68-921c-4ddd-ae2c-ab1a91ec29e7	329
42f5ef63-6ba3-4574-bad7-225be41356d1	149
83ddf955-d1d1-4cd4-8541-1259774edf91	238
1f1e32ac-724d-4cde-89b1-5b79caba70e5	157
2c560bc7-da18-4bfc-8390-730c33f0ea97	185
a6f170e7-fbba-41c8-a4fd-af80d3d7d664	135
6d70cd4c-2fef-4311-9f2e-d5efbaf4a193	176
aeabcb79-df6d-4aa0-bba1-ab4e5623d4ee	204
74c14747-fb06-4090-8ec8-cb5a75564700	168
24bd8cb6-6f9e-4fec-a976-fb2abff1d33f	107
5fd06552-455a-4932-bef5-0e1fc1deb36b	327
6c7f7fdf-e7c1-474e-b476-70846a932698	134
310ae850-9444-431a-ab32-ebfec8234a9a	151
5609d76a-0923-409d-9d6e-eadb3d152a0e	269
468b02fd-c49f-4a1f-a767-c80e68dda21e	190
b9ab5cec-829b-4d17-8a06-e80576a5333a	135
8d08ab5b-d1eb-4b58-8fcd-62565a5d9bb4	235
f19e1252-3954-40b1-a564-08f573b2a465	198
17dcb20d-c32e-4f53-8e3c-86eab34a9bed	181
f7b94966-b6ca-4869-a3d1-61dbdcab8c4d	341
bc8a499e-5c76-46cd-b793-afdc70b9eee3	84
1ae99b49-43fb-4e58-a010-17352e449b00	146
b7540eb8-4e6b-4400-a81b-5ea03c12904b	353
c5587d33-6b87-4285-bab7-b8cef6b6862f	163
07c46122-9644-4885-901e-ac91743172af	203
b8eb7cc6-3d23-4772-8c65-8f8aba727324	341
aadeed0c-d029-4823-bd63-83d5b52ad521	179
14ab06d8-14f0-43c6-9df3-b4e029aee064	179
8466047a-226e-4d68-8821-f06c5ed3c491	177
2a0aaa9a-a377-47c0-8d38-02a1782b3815	327
a0de8861-b890-48ee-9dc0-4e0a5fd5c920	204
20eb389c-8f9d-4735-89af-6d2f06656c23	125
47680889-cf6a-4a86-8f42-3f144a17cc67	180
155431ce-f235-493e-b525-b8f63c46dba9	44
dec01974-60a1-4b61-842f-812c64b98105	152
88ddd919-35cd-4a29-acd4-c37ac4706a64	332
7517819a-5f93-441d-8771-d98147663f67	327
8eedb85d-7fad-4be1-8d9f-a4760062486e	330
d8f73329-ad5b-459b-b6a8-f525dfd90843	139
390b35a3-e13b-48eb-9bf8-923ea73817fa	320
cb3c8880-85bc-4850-93a7-74ac21d98dc6	165
4bfff6b3-caf8-4a92-a1c2-aab2b87a9b54	171
18a60a84-d4b1-48e3-afc7-9bbed5b2a89c	208
e38d4e22-14e1-4b9d-b87d-2bd84f8215d5	352
8df10cda-6eb4-4f9d-a275-a8abf46e446e	113
f5fac128-2e13-4e66-9803-99b0a185c974	194
2581c8d6-2b7d-4c8d-b3cd-18c1a8e910ce	331
0deec884-6154-40ea-a6e1-b8f3413b4491	139
9f1b64d2-beb7-4131-9b13-0bcc2c284b27	184
d0706782-2170-4330-ad06-93f3e9d26334	330
aef94342-8332-4f60-9abb-1835e1e4ad6b	314
92a13bd4-0370-40a3-ab5c-0768cd1a7e95	197
89ce4220-b998-4eb8-8abe-5d2777b6d44d	233
fffa8e18-633d-4d51-8a34-176018ff93d0	155
b7c3ef83-ec13-43a6-8175-48005bf30670	189
5f534ba4-489c-4739-8499-6b4f43d15d8b	103
1dd9b11b-37c6-4772-bb3b-7d97322d903e	7
efa544b4-6493-40c6-a8a4-a1dd07f62de9	334
99e0a7e3-674f-442f-9210-e063fe8f634b	214
f9885dc3-b67e-44e2-b0a2-aee52dd13a21	207
6306a489-bfcc-482f-a8d6-985a5b56acd1	173
d47af411-6afb-4c0e-9eac-eb0f4b92394b	166
118ff998-e3dd-41a9-bac3-490c580228f6	139
993ef946-9b2c-4f9f-b98d-445eb8470442	308
55784db2-ea8c-47d8-8a54-01226665ff27	318
408d403b-1c30-4eca-9225-09f113047ffd	137
edf387bf-e0aa-4f09-91f6-756b93307918	349
f4fe8415-2158-403b-8e11-d34e6418009f	104
ff4766cc-0fba-4f8c-a1f3-22c1f4022329	180
6cf35db3-6695-466f-b506-96e0424826ad	223
0ab6b62a-9525-426f-84d2-b5a29b4bf2d5	167
fb85cf24-b47f-4f2a-92fa-fbf71ee2bffa	202
c15e8fc9-fdae-49fb-85b1-de43b601481d	313
5eddf6f5-9165-4d2d-a0ff-27d0a89888b3	153
372672f1-2616-4c6d-b5db-87438b7acfd0	204
b33b246f-8f7b-4c8a-b896-444aa4644329	145
6fe7c92a-4a9e-4dfd-8c4e-1521c8d9ffb3	182
d48c60a2-056f-4786-b705-9dec03cc31f9	249
30eb0a6c-428d-40b0-8341-77462b5b055b	329
bac67cb0-bd48-48d7-906c-9a73d6ae09bd	139
24e2a911-ed6e-41cf-963b-f6dbe4e36cfe	138
9dc1cecb-5370-4257-b793-2a949520db20	218
019f6705-f7d3-482f-8525-1d6f28c1cc5e	115
24fcd4b7-5564-464a-81d5-b3af6492e46b	123
33449849-a42c-4ab6-913f-99598eb73f49	163
4031111f-63a4-4557-8167-e453f56c40a1	324
85096714-a0a1-4d47-919e-204813c34e18	315
85e52f28-0513-4a89-b571-d5545f7fdf6e	105
beb6039f-6dca-4f85-af24-8f618c738ffc	228
e6b0a320-b8f8-4fdc-a791-696073d251d8	163
db04e39c-7537-4c24-be0d-2375a5514e87	289
05128b68-e475-4e0b-9314-725d0c71acc9	199
14c5fc36-e944-4ce6-93ee-6ea63351e911	340
ede3c664-215c-43e6-b4a3-c45298d64289	289
61232389-ad15-4e21-a559-45c3f26e3cba	316
82fb92ac-17ba-4937-93cf-6832acbbedbc	277
13583ed5-94e2-48fa-84ef-c256931587d6	66
4225e979-2699-4964-a7bb-e0e21136d79b	188
f9f38308-1d21-44e2-b218-d5741a5a3422	210
3cace666-b29e-4337-9b20-46db541d8260	330
86120887-b3b4-485b-80f5-1ddc9921baa0	223
c021ee59-93da-46f9-9e38-1cffe31514ed	145
bf2add80-97de-4160-9954-2f449bfd1979	88
4b05592f-2e59-4995-a4ea-9372072da6b2	269
f1c800e3-e479-40bd-94ef-98fb74b48e66	123
84c50584-eae2-4960-92c1-e9adc4ee6203	99
a8608abb-0e3c-401e-ad1c-6e80753e31ec	328
e28014ec-aaf8-4b30-9d1e-3fe715500231	331
fba79392-e58c-4b19-9679-e9405a418195	104
f3571177-f48e-4f1a-8a29-3a05fa209f0a	260
844db958-777a-46e2-9f9f-47b96bcce55a	341
07a80fee-a3a1-493e-b859-5205b255102f	353
d9a5d093-2a01-425a-9dea-007b614d5587	206
53895524-f7de-4ea2-acde-db95c4ec0d90	331
78835e16-f28d-41d3-b4d6-5dc5381aefdc	175
b0cddbc0-ed2a-45fe-a518-78c8ebbe9117	161
9e44aa58-55e5-436a-9554-89e070a4cd7f	192
3e1e3341-edc4-4818-84a4-73f9f572788a	113
108e32ef-6f7c-4b0e-89e7-0f2405c494f0	220
cea81872-87e7-42ea-996b-5ccee903dba9	289
5d8a1e1c-8c41-485f-8897-05528841d90f	209
275534f0-df27-43e0-9fe9-561eb8fd92c2	222
0eb8f079-7736-40c1-962e-57ed8d8c4384	316
348c653b-7e41-4cdf-a960-8ab4aa85ec01	134
c88af647-ad0c-48ab-af3f-5d56b39b0060	328
edbe2682-ac00-47e9-92cd-751f6de68708	147
4c71d82d-6ffb-45ab-8b64-d15cb2ea73db	175
514e167f-4df5-462f-aa63-c62e0d4f84f4	317
99a0272c-cd97-479e-92e1-fc07922810f3	156
ba45ded8-6af9-44f0-b36c-95fa6fff4b85	125
dbe1e3d8-74ea-4124-b647-50152adf70f8	158
84fb863a-b05a-40e8-8f6d-b6aa08ad90d2	111
94d4c7f6-2ca7-407c-bbb2-3d1a23a5e20d	132
24887be8-585b-4ba9-9005-d78a24097645	233
a9406ba2-7f38-4ed8-8dc4-9b489d4a0d14	225
f870ac57-5ac6-4e01-b30b-68d509f7bea8	229
9654aa77-b55b-4e0c-aa0f-a5e92c750aa6	221
a5e448c6-4879-489d-8940-1447215e4c43	331
d838ceaa-8e41-47a1-8eed-311e7b36c70c	157
5776870f-bfa7-441b-a069-8561f6cefccd	215
e0559a41-14c7-47e9-8f7c-10f1e72998bf	333
3f06cbdb-c280-44ed-bde5-4b1f4fa74622	290
d31f51e5-6953-4fe5-a0b3-56105a0251cc	164
a1c8ebbe-da2c-43bc-9113-0bf0608ae051	132
5a549c46-eac3-4f1f-a6a7-1dd8aa7aa467	337
580f8f45-1210-41c0-92ea-c1efd07ab2f7	133
608cc52b-3fbe-47b1-8180-e198f20b0193	320
f01cdb02-bcc6-4331-bdb4-54fbffb5ee3f	94
802b97bd-ad5e-410e-a9ae-28f59349e93d	199
364b7f46-58ae-4ea3-acc0-84077aeca797	181
120d19b8-5375-46ae-ae22-bab93b2b0234	144
ec263f94-ed1c-4e8e-b903-db9dd17c4ea3	118
b71a2fe4-f522-4a9d-9866-11026f45a846	148
b88d89dd-86c9-477c-bf78-f17b90e585ff	212
10ed5462-970d-4def-b02c-547ec8f61ca4	135
41e64039-85d5-4065-824c-69354ae9c3f6	329
5efd130c-af9c-40bd-a2a1-47c5510a88f5	339
7d2d297d-694e-4a27-b172-f64b23e1adae	194
70d5e712-7dd4-4bb8-a24a-3f2b36fee031	141
465973c0-9da8-452a-8493-4bd13db1acb5	132
4f9f44a6-1670-4bcb-a526-c6333f87da6a	180
2c648fec-d6bd-4b10-970f-b1d04e18c8ca	156
540d6be2-b04a-4cf6-b974-77da981bf2d5	320
f57d42cd-c6c1-4d40-9a7c-fd5694cd9465	346
cf1a6b16-52e9-45b0-8f01-61059082904c	354
7ac70ad5-bc24-4f53-8f32-bb20a3074fe4	161
cfe30c51-c20c-43e2-9086-0926ee7e4a8b	58
1562657d-3474-4f04-8ac3-6277ded064ac	74
80f4997a-5c0f-47d5-9d78-45722a84e440	176
bab395a1-749a-4570-ac7c-125dab500610	343
f3f1b399-f084-4b25-a7e5-bf8b307b92a7	305
9d30ce1a-a07e-4670-aafc-621198691f7f	355
03d830d4-ff52-48e1-a8c6-e3ade212b245	341
3be372f8-df3f-4d73-a73c-3fb64e9b77d3	345
b2237ad1-111c-4b51-b226-ac7b29211e69	340
a6bbb334-54be-4317-b74b-f22822e8e8ab	196
fc890020-3e82-4a38-8bbe-8fc2bad539b6	340
d0f68ce2-d5a8-4337-a7ea-b0e3a95fc49d	359
8d948c68-b705-4bd8-80f4-8ecf34d62c29	329
42be40e7-5ab5-4b29-b72b-fa8853fe6d36	357
febfdf7a-d821-4696-88e9-f9de792e7971	326
b414e4ca-9b55-42c4-9bca-e91d41cdec4e	210
417a2648-25e9-4ad4-ac29-7c4a42a4cdae	114
cb61c441-c721-45d7-9f2a-16dd94a730f0	208
7e5b5e8b-382d-4be7-bfb0-154979541e63	128
0b07e8a7-62a0-4ba8-b57f-501bd6a75987	285
321e9b72-f796-49a1-876b-da03ea45518d	46
bae8bdcf-27be-4523-90bd-59124318e71e	201
6f1164dd-d0ef-4495-bf58-e0d200cdc623	74
bcde9d38-fbf2-48ac-b959-284ae283430f	208
8eb6063b-20aa-433d-bffb-b1ccbbe2f656	128
fe397fc7-95b6-4c9d-a14e-922379668c33	269
654ef3b9-3b4b-49df-b59f-a1546375ba5f	174
46a41de0-a06c-4fff-88f9-291dc2696f40	343
5cd80735-ed3d-44e9-9987-bf98eddece5f	163
e5a1ceba-2064-4258-8734-2dfd6d7fd64c	139
1c0dc366-9a9a-4f2f-bd52-c00155e1286a	196
8c78c014-351d-4643-9f0a-d13d4df07c31	187
4f5abfff-d382-4955-a4bb-96c9938d477c	209
b68d438b-8ea1-4cb0-b3e4-e76615593e23	48
1e74da3c-14c3-4278-9209-cb3a537cb594	231
42b7f445-273d-429c-9fa2-a0a3f20590b7	202
08b6a25b-c7f6-46f8-9bee-a37e7277629a	325
a07fa746-21fe-43d2-9917-437b948b6716	369
a4d7a43b-471c-4ab6-b4c1-366566af13ff	347
fb17aa17-e60e-479b-8cd6-d6bef96e9086	348
ed8269f0-9f24-4dfb-87bb-e017a6f082bc	343
17d18f8d-0762-4aec-bb10-bfbbd1dd7fbd	352
41f4e868-5f98-4d80-b264-2495a8de840e	321
0bfd4c18-b800-414f-b25b-cbf3f2f9d0d2	342
b277454f-9cc3-4687-986e-bdb26e6cf098	344
6e23ce50-6e79-452e-99e2-152e5ac6c0c8	452
e679ed6b-4c1a-471c-b9a5-1739be9e16ae	346
090f6bc8-4e06-40e6-9bad-e580679a1683	349
d7c2b49d-d3d2-43ef-a5bb-1193caa53b26	334
b600ea80-ae75-48f7-a46f-4920ba983ca1	344
6852de14-0751-44db-a2f7-5ef3482829be	139
b51df58a-5253-4cb4-ade7-70e3e3c6c6bc	331
066e3bd0-c6ac-48ed-a29f-284b7df7f15b	345
109503e6-ab5b-4f39-8325-daea284efab0	363
b40e5b4d-50a0-4533-89e8-0971cb96dd57	354
8367d43e-0d57-44c3-ba88-4d0942f0633d	337
497a73c1-5a88-4a92-817a-1cd217e0a415	347
587ec8de-7990-4a33-a597-4f6a0fc3c2fc	352
36f2e068-60b9-48b5-8c10-8cc75e198e95	244
5b141c72-ef90-4907-82f3-a6438e7a39e8	341
18498248-8203-48db-ba42-2c610abcb978	354
9512b64a-666e-4337-861a-830b9ea249c6	361
f55c9301-05ee-4ee8-9c55-e5aaaced61ce	366
41f3356e-303f-4911-867d-fc00f9dd6117	341
edd97dc1-70dc-44f8-bbbf-fab5e6e52873	328
052fa6f9-73c9-44f6-97a3-7e28cd82264e	362
a3a28b89-fd62-4a17-a3b0-ad8293bc72c4	362
8354a84e-e61b-409b-a66a-04f792795394	340
e4361e39-fd5f-47d7-a9f0-f2283210be9e	343
ce080a37-05e1-4563-aafc-39af578cc0c7	341
4713bce8-3646-4d29-8750-6000057bc22d	324
c69f5d5c-208d-4694-8c72-0e320365f079	322
b69b6049-21bf-4b7a-ba9a-1b4fcbbda394	338
955de765-39ee-4476-9aa0-d5b1b52df879	399
aae05d0f-0a6a-4aee-b950-782a093193b4	336
cd668e6c-3d84-41d2-85e9-d7c862a0af8b	343
b580c9fa-830e-4dd0-8093-68e59a955329	298
cc2baec1-754d-48e6-a98c-c2e0d7f11484	357
9b3d31cc-24b3-4cf0-92ef-7ac44355dd4a	333
187bd4b5-73e7-4ca5-b1bb-d46073d18865	314
e4d8a642-934b-4676-a9d1-da6744eb1635	309
c3ac458b-d3c9-4c7b-914d-76a70e24c056	338
03cd9848-b69b-4303-94a2-37dc0764abb5	359
62fe7fd5-f65d-4e60-985d-c2f87f2ec395	334
d219e458-7369-4c1f-8592-a3b6a50c3e2d	347
8c13e1be-dfca-4536-ba46-c611473a3430	338
5a91cf06-d76b-4371-be15-545bea86af25	353
7ee38e10-acbd-463b-a926-9d79198d023f	353
34bfefd9-0493-41f7-aed2-864c28099417	337
0e7d99ab-0a6b-4fd1-98c8-fd575070713e	334
e18e9e10-4ba5-4c75-b73b-3a6546659299	341
153f0c5b-3e57-4eeb-9fad-f49050bf372d	345
e9b2aca6-b7cf-4944-a7a8-1e7e373ecb57	318
9c535777-a7b6-41b2-8f4a-d56b56157b81	321
ec66643a-04d8-4a25-bcaa-59273ae3928d	340
c11fe96c-ad5b-4b08-9e73-62f74e9273be	307
bf0912d8-f8df-4f21-8d46-81135254a439	379
622587f9-e653-4c30-8b8d-fe1d9b80752b	341
521a0271-a5a4-49b1-8a9f-10759cfc1784	358
47ad6fc7-518a-4130-bab1-3b286c4ca77c	334
11013bb3-b615-4b77-b9d3-998b91dd66db	326
de6e8c81-fbe7-47c5-8e29-adb8b6671086	330
d63ae21e-3fc2-4888-b4ef-a9a61c8a33c5	340
588c5989-20f8-4ef6-b3ec-a7e8cc16c70a	383
a93b3753-7074-4950-91a5-f7d8e92a64c8	1732
86b6444e-fc53-4c4e-9604-2554ec2d12ed	341
b604719a-2a2a-4932-8eb7-ccf11b04284f	360
bf19c6eb-10a4-4fa7-832f-2ac44c6cbff7	349
27a169cc-4c64-400f-ac03-2e558d682ddb	350
686f2ba8-c0ee-4e2f-b8da-6092bb1c9ddf	351
577743ac-5d2c-46c3-9df8-230b8dfec8cc	344
f28a27d5-7aae-45ea-b0c4-d44d5263e708	339
95ba5d4c-d38b-4218-ae69-a9133465e601	340
d659025c-f86e-47b4-b209-183f2f30201d	336
1f0899e0-64d8-4c27-9b8c-4291f4516ad1	363
d06a8f08-2fbf-48e2-b5f5-382669045521	347
38aa1e04-8a8b-41bc-b8d0-8956d48dfd15	343
a4929f34-1cdd-46f2-8a83-d2e77935efb8	312
2bc7201d-cdbb-4e0b-b8b9-d0cce6f987fa	339
52e98ceb-1fd1-4259-a675-d8868e9e7f24	347
1b8bb09c-205d-4071-a4f3-80ac0a898289	662
33114083-835f-40cd-998f-f385efbd39e5	362
49a4f0e9-b31c-4de7-9181-26d30c5a9050	339
73abcc51-49c9-4879-9c18-2c34926bc42a	345
c96854f0-2d5c-4aa1-80a2-473ae2aa2d10	337
1f2a9866-a767-4423-ae4c-81509f480b74	330
ac1db071-a29c-4e20-aca4-89802f851a7e	349
e691dde5-2b8c-4ee8-a6b9-ca8c70db6674	336
449839ce-03f0-4ff1-a47a-1bd2e9eee3ad	336
e013dd83-4da0-403b-b928-f946c8e88684	350
0faffecb-1f50-4af1-8ee9-c8227d8c8900	356
1968ee7c-4a9a-4669-8ba1-529c8c813fbf	393
76716d65-3e76-4829-a3f3-7423684d6d8b	353
30b09c14-28bb-4020-b5d1-233f342222be	365
452d5972-68e7-4deb-ab2a-3a1be8fbb564	347
92059b22-cf83-4858-8455-590c97a52a30	332
dabb26af-8e50-4deb-a80b-8c5e75a122b8	351
34586af7-dd41-408a-a913-cad53eed4175	352
2c3682c7-d5b6-4fb8-9cb3-354d2bd3c13f	342
ee1f3685-29a7-4220-b1e6-082bc137860f	354
9ea0d047-218b-4568-a37c-15ebf3e86748	288
8abb467e-c269-4b8d-881f-cdef461f13f3	528
93c9b071-f868-4d75-822d-e71d250ca204	342
8feb08e7-8b9a-4e12-85d4-77422d4a7b45	334
6ab54c2e-e07e-4046-9097-2b2dbec0ff41	387
c3e01eed-b9ef-40a4-8835-47e7f2ce7c5b	332
0a2a5503-cd03-45df-833f-f1db0ff261e4	311
51907148-f62c-467d-9dc7-c4839a1110e8	350
527aa375-f20a-4e7a-a2bc-6562405ecc8f	347
acaaad2a-7bc8-4425-82d9-3e9ac979e4b7	348
9b287164-51ac-4ee2-9db3-19a3ecb2d2d0	340
c3b9f00f-f34d-4c3d-af82-4ac9f6380cd2	345
7a3203f6-b522-444e-87d9-66f6c3e9bce1	329
1af49c1b-391a-4034-a375-e5c430a41b03	350
4f85cca4-28ca-4072-91e9-b27fa3c1d7e2	328
e7d4006a-3816-4327-96a9-fbcde2cb9e55	383
9f960429-93f2-4c6f-be0a-d61bad5c52a0	329
6139ca71-11e9-40fd-af11-4294c930c67a	351
ef8d1260-5a6d-4a88-84c1-f4cfdb18285a	348
87f9613e-f323-4ed9-967c-63143c95867a	344
555f7da7-b877-4eae-a01d-93b3448767bc	398
63fc9d78-55bc-4c5b-b6b9-fd33b76c183c	360
761aaceb-3379-428b-8a32-becc217b3dd8	323
b6010203-98da-4a66-96e2-18a7b6807dd4	383
712a47b6-da14-424c-b8b3-ec412a24e213	335
69a7638a-5a84-4405-8c6c-60566d5efd3e	339
fecd2cb2-de80-48c3-a9e6-913f6c10e10a	372
0057dabe-7a46-4021-8b16-958b9368f248	337
6044cc03-2ad5-46b4-9ab6-24da7c7b082a	335
1d777de2-9396-462a-ad28-287767bc210f	337
3b0fbe34-3e5e-4b43-9763-79cac4ddcd19	294
9736ccbc-caec-4d51-a0fd-8e289c4158e8	356
de79b300-85ef-4775-8f54-b9da13fc74f2	354
22ca126c-5279-40c6-a83a-a3705c6acb8c	329
18d85023-011a-4c54-8d1e-7ad449e1f801	337
c7dd3ae7-8407-404e-99e8-9391bde9280b	337
b39395d0-f001-4f17-9030-fca1dbfdf2b3	337
c3dc860d-345d-4989-a55e-2a0b1f9e52cb	329
d94dedcf-0f07-4e46-a3ae-b0f260bda081	335
14b16ee3-61f6-440d-ae64-a454e06b3925	351
15c5645e-87f3-483c-b855-7810a6954a5e	370
bb9b502a-d110-4089-b6db-ead05ca69a3b	341
e916a3aa-6d3e-4630-80e3-77ee39842814	90
60393877-7226-47a2-bac0-2d727abe4e71	207
04a20aac-b387-4b1e-9c6b-45f5ac046dc8	352
d21ed36d-aa54-412c-8363-10bc304ad17d	342
6737dd6d-6c99-471c-bddd-35434728757c	355
017a1040-5c50-446c-b3d1-19ae07f7f68f	315
f7298254-a1f0-4e0e-8281-b2f891840718	333
b56f8edb-0f36-4113-99ea-491f4be5fcdf	360
26dd6205-2b08-4b02-946b-5cdb49c097d2	364
11b0ca80-d8ad-44ff-b6d9-77af72def3b7	298
02dde24c-8eab-45b1-9f7e-5be1afdff414	345
02521582-2edc-49d1-b1c9-332508110c18	339
a58b4481-55ad-4ce3-8a1e-765f988a3773	357
3995ab7d-7651-4b27-8937-49bfdb56780e	69
9bb25f0f-4840-4ead-9791-5de42270e0a5	343
a4b362ee-85cc-44c2-ad6c-d54b0bbff3d0	333
6c7e1796-c380-4235-905d-9531b1e0410a	347
f105103e-5116-4652-97bd-90ef334865a8	358
221e4ddf-9458-46e8-be07-feb1af5950e1	339
3602d424-a3af-4f63-a671-860d796b8515	341
fe513e2a-d2d5-4218-baaa-3dc42d941d41	356
86d74e7c-d391-4520-9a2a-e1a8a7828429	347
098c44e0-3d46-488a-9644-2e45eba858ea	774
84356a07-691b-4755-a1c8-0211810f27d4	331
4add1c92-eecb-46c6-970a-458daaad2668	342
9e1a4a86-6fc9-485e-8708-e72d66164a81	141
c5a3da98-fab4-4506-855b-062013d63bbd	724
417f4910-8e7f-4aff-9c98-ff342ca71cfd	325
aef4a586-16cc-4ed8-8823-a1ef5812842a	346
2e67b3a6-4636-45dc-bce7-ed8876dce982	363
05ffb04c-3130-4b21-8ac3-184343567a9a	341
406456de-8f3d-4a92-9f7a-58fcfa93db54	673
606e4b13-9793-4083-af19-18761af2469d	347
5eceef14-6481-49ed-8a0b-cfaf64e631e6	350
4fe95f8e-25db-4f26-904e-69703f8d6f1a	358
767c0a99-9722-4666-bf6e-727172ef0f4f	333
4609a3f3-bb84-4937-b32c-0bad6da3aeda	347
6a115a0e-0b5e-47f7-833a-6f1c00237523	350
1ab522be-0f0c-4291-adf3-3ae596c6614c	323
97aa2f84-216f-4cf9-80a4-678bc71840b0	335
ff0d864a-0bab-47cf-b99e-4b323fa36044	366
ef5865cb-b4e3-4985-95ba-7af331c3ca92	382
3a8c434d-5ff1-4153-b9b0-486a6e7c8ad8	365
8cdf7fdc-db36-4475-9d48-561283749264	319
f872b879-91c4-4e6a-9965-9c03728c639a	338
5303e558-e0ea-4f28-a513-bb7ef18459d1	336
04aeec78-c27b-4163-8e3e-90f660850457	343
42a633ec-4ae3-412f-bc5a-ee086d02be70	342
d620a625-b7e7-4d32-afbe-5d1d3ac1b47c	329
731261c0-0693-4a44-9a71-73a451409283	345
aa153de0-f593-479a-b94c-fc9f5b486af0	340
e781763c-41e2-41ef-a830-13a8d32d5bb5	322
78109620-aa6b-4180-a56d-35a91ed8b14b	359
d64bd327-771c-488f-831e-b72265e51cea	317
547ee966-d59e-46cf-9695-2044d376cafa	356
407312ba-b9ad-4e9a-9298-57353c48297b	340
4ca9900f-23e9-44b6-8822-20127224124f	358
92b93011-ebfb-4748-8d31-c805364edd74	370
cf90acb4-75f9-45f6-aea6-52792cda1e2d	339
f7d1ca4d-5e5d-4fef-86ad-c95c2a6ff4ad	321
b0cc715c-6ba4-4e59-8e4b-0e9135809d7f	302
654236c1-c426-4cc5-8e56-37c5b199e3e9	378
07ed65a6-15bd-4b08-90ea-a88a3e0546ab	178
eb272a47-a955-4644-8977-3e19f965abe7	341
91af6f52-491f-410b-9bbe-23ea96a308f3	736
759c5092-4734-4fa2-bc4e-9ab1b34a3120	352
336f4b30-3f59-4d01-bd6c-1b60ae252278	356
b4c94cc2-78be-4f24-8da9-562ad7aab193	342
5ef95e69-4dbf-4546-9605-dcb0750ddaad	384
d7a86326-3d88-4dc1-abcc-969f37ad1263	358
87dd95d5-d0c5-4395-b19b-7cd6f1119a53	365
2847fcc8-d315-4bbd-8fa5-97a17741a39c	349
99ca20a3-38bd-4412-8cdc-1b7f2399ee80	118
b36a3d51-405f-4608-a714-ff432bf38ae6	339
3f689c42-edcb-4ea6-a04e-12cdb71ae208	359
65f00a49-cb9b-4d76-9ed1-db49daa8bb32	337
dd92f2e2-08e4-4a0c-b8bf-c24dc736cd95	352
040f0625-f2d7-4f06-b041-980f9b1afd96	343
84759fd2-d7c0-422f-9214-65dc5d637476	323
ff9c7e4f-98c7-4be0-a2e8-cf04a8255ef4	347
08433267-a9c0-4855-8c0d-66aaafa52f6d	362
d3533905-3a52-45d2-86f0-5599ceed8717	354
081a8a44-4c10-4293-8f3c-d572718740bf	329
85780be1-d2d5-4cd6-a94f-e40b3d26296a	349
48d442dc-5f3f-44ad-a5fe-035628c1cad4	330
c91ce202-bae2-4d29-bd45-b01f5ce7850b	338
b027dba2-a07d-4bcb-a7ea-1f9ce521231e	336
57c75b7e-e5fa-4e9f-aa17-100dcefda133	336
49e678b1-e815-4bbd-a709-22d037b55f27	345
195c5726-5f33-428c-ac84-01c2b210e77c	310
05707a33-f38f-4fe3-87a4-d440c15dbd5e	379
1aa7b7b8-a6a8-42ba-be73-fbde9fac837a	355
9e3cf8bc-bbf9-4081-840c-55f02493464f	361
f98826d5-41ac-4214-86d3-34aa34bf2479	344
3a47e47f-e83a-437c-96b1-40720b4358c9	353
756ddf40-e680-40ae-9479-a13e162d1b8d	326
db408283-5602-43cd-9b56-8f7492ab2e8f	353
2a363a7b-367e-4fcc-8428-88b132af73e1	331
dcbd0b39-ac76-4225-a3c4-35219baf700e	351
63ba11cc-5dad-4eb7-83be-b4b9ca944bd8	340
79aebeff-e74c-4056-924f-56e5d5dcb00e	343
308a8f36-c6d8-46eb-bf8f-693e439abc7f	353
9dd87456-f39f-4a0a-a329-2abfcda96f79	355
f49cbaf7-b84f-4868-96d3-3a4e6a61950f	358
e640b221-80ff-4a55-b2b9-78cee06d1d76	337
92a3d9af-8d63-45de-8bbc-beff3014c31c	351
94177742-a6d4-466a-9d68-8223f1ca42a4	321
f0d137e8-8683-461f-ab0e-e81ab1b2e5f4	355
a3d1003b-f26d-4831-8807-570eff84050a	382
0592ea4c-c1f9-4373-a825-8743387e8be2	353
a668ed09-48ce-407d-bc1f-3f19a0f1e24f	354
f8e6475c-557b-4d86-92a2-8904150f5c7b	344
